1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,filename
1,0.520905039,0.526380327,0.537215874,0.553183504,0.573945654,0.599060923,0.627991337,0.660111212,0.694717475,0.731041281,0.768260731,0.805514512,0.841916212,0.876569111,0.908581198,0.937080172,0.961228206,0.980236216,0.993377425,1,0.999538555,0.991524345,0.975593974,0.951496497,0.919098769,0.878388988,0.829478348,0.772600777,0.708110761,0.636479296,0.558287997,0.474221485,0.385058147,0.291659413,0.194957723,0.095943353,-0.004349687,-0.104858463,-0.204506417,-0.30221892,-0.396938828,-0.487641811,-0.573351215,-0.653152233,-0.726205152,-0.791757493,-0.849154843,-0.897850209,-0.937411774,-0.967528907,-0.988016354,-0.998816549,-1,-0.991763756,-0.974427978,-0.948430669,-0.914320655,-0.872748915,-0.824458411,-0.770272573,-0.71108262,-0.647833913,-0.581511562,-0.513125503,-0.443695291,-0.374234824,-0.305737265,-0.239160362,-0.175412433,-0.115339188,-0.059711629,-0.009215192,0.035559699,0.074125523,0.106103878,0.131229933,0.149355057,0.160447583,0.164591709,0.161984559,0.152931457,0.137839497,0.117209528,0.091626666,0.061749519,0.028298276,-0.007958125,-0.046215542,-0.085648687,-0.125425436,-0.16472118,-0.202732985,-0.238693319,-0.271883132,-0.301644077,-0.327389674,-0.348615238,-0.364906408,-0.375946139,-0.381520055,dimenovels_100
1,-0.191459815,-0.184241892,-0.169945158,-0.148845496,-0.121350913,-0.087994666,-0.049426269,-0.006400528,0.040235214,0.089555433,0.140572116,0.192251577,0.243532081,0.293342022,0.340618346,0.384324917,0.423470536,0.457126306,0.48444207,0.504661648,0.517136619,0.52133842,0.516868567,0.503466816,0.481017132,0.449551352,0.409250493,0.360443645,0.303604482,0.23934543,0.168409565,0.091660375,0.010069533,-0.07529714,-0.163295286,-0.252718982,-0.342318781,-0.43082057,-0.516944925,-0.599426679,-0.677034382,-0.748589363,-0.812984071,-0.869199427,-0.916320899,-0.953553046,-0.980232303,-0.995837792,-1,-0.992507167,-0.973309285,-0.942519638,-0.900413851,-0.847426466,-0.78414507,-0.711302089,-0.629764343,-0.540520541,-0.444666895,-0.343391067,-0.237954713,-0.129674869,-0.019904486,0.089987596,0.198636935,0.304703693,0.406892487,0.503971539,0.594790861,0.678299169,0.753559282,0.819761746,0.876236499,0.922462372,0.958074287,0.982868048,0.996802639,1,0.992742288,0.975466659,0.948757657,0.913337332,0.870053239,0.819864506,0.763826186,0.703072152,0.638796779,0.572235728,0.504646105,0.437286329,0.37139601,0.308176158,0.248770027,0.194244904,0.145575119,0.103626546,0.069142834,0.042733595,0.024864714,0.015850953,dimenovels_101
1,-0.977160039,-0.978030088,-0.979716005,-0.982110511,-0.985055386,-0.988344646,-0.991728702,-0.994919416,-0.997595969,-0.999411443,-1,-0.998984518,-0.995984578,-0.990624629,-0.982542212,-0.971396077,-0.956874058,-0.938700562,-0.916643527,-0.890520733,-0.860205334,-0.825630515,-0.78679317,-0.743756542,-0.696651741,-0.645678122,-0.59110248,-0.533257081,-0.472536519,-0.409393456,-0.344333293,-0.27790784,-0.210708082,-0.143356148,-0.076496591,-0.010787133,0.053111006,0.114543024,0.172870553,0.227481614,0.277800342,0.323296331,0.363493452,0.397977967,0.426405845,0.448509113,0.464101158,0.473080866,0.47543553,0.471242464,0.460669272,0.443972766,0.421496526,0.393667126,0.360989065,0.32403847,0.283455656,0.239936641,0.194223724,0.14709529,0.099354945,0.051820185,0.005310724,-0.039363315,-0.081413188,-0.120083112,-0.154661466,-0.184491446,-0.208981007,-0.227611928,-0.239947883,-0.245641364,-0.244439364,-0.236187716,-0.220834027,-0.198429139,-0.169127101,-0.133183638,-0.090953134,-0.042884155,0.010486406,0.068540505,0.130587335,0.195872806,0.26358998,0.332890318,0.402895576,0.472710164,0.54143381,0.608174323,0.67206028,0.732253446,0.787960747,0.838445616,0.883038548,0.921146704,0.952262427,0.975970535,0.9919543,1,dimenovels_101052
1,0.011686254,0.007705324,-0.000221241,-0.012023251,-0.027596415,-0.046803521,-0.069475983,-0.095415731,-0.124397428,-0.156170976,-0.190464274,-0.226986207,-0.2654298,-0.305475527,-0.346794696,-0.389052901,-0.431913463,-0.475040837,-0.518103938,-0.560779337,-0.602754285,-0.643729547,-0.68342199,-0.721566903,-0.757920032,-0.792259295,-0.824386172,-0.854126747,-0.881332409,-0.905880206,-0.927672845,-0.946638366,-0.962729495,-0.975922687,-0.986216899,-0.993632101,-0.998207571,-1,-0.999081435,-0.995537114,-0.989463217,-0.980964575,-0.970152381,-0.957141938,-0.942050474,-0.924995075,-0.906090746,-0.885448658,-0.863174577,-0.839367523,-0.814118662,-0.787510453,-0.759616053,-0.730498995,-0.700213131,-0.668802835,-0.636303468,-0.602742079,-0.56813833,-0.532505632,-0.495852446,-0.458183751,-0.41950262,-0.379811896,-0.339115913,-0.297422248,-0.254743454,-0.211098745,-0.166515604,-0.121031267,-0.074694079,-0.027564658,0.020283123,0.068761379,0.117767692,0.167184847,0.216880815,0.26670902,0.316508857,0.366106489,0.415315889,0.463940129,0.511772903,0.558600245,0.604202443,0.648356103,0.690836338,0.731419061,0.769883329,0.806013723,0.839602711,0.870452973,0.898379646,0.923212448,0.944797671,0.962999982,0.97770403,0.988815826,0.996263868,1,dimenovels_102
1,-1,-0.991486451,-0.974584561,-0.949542851,-0.916729391,-0.876626228,-0.829822086,-0.777003459,-0.718944224,-0.656493932,-0.590564968,-0.522118758,-0.452151251,-0.381677884,-0.311718265,-0.243280806,-0.17734754,-0.11485935,-0.05670184,-0.003692051,0.043433765,0.084031138,0.117556975,0.143577606,0.161775166,0.171952231,0.174034617,0.168072327,0.154238622,0.132827244,0.104247828,0.069019586,0.027763363,-0.018807814,-0.069899541,-0.124648028,-0.182133093,-0.241391954,-0.301433604,-0.361253558,-0.419848737,-0.476232256,-0.529447917,-0.57858415,-0.622787228,-0.661273532,-0.693340698,-0.718377475,-0.735872156,-0.74541945,-0.746725714,-0.739612464,-0.724018121,-0.699997983,-0.667722437,-0.627473431,-0.579639305,-0.524708037,-0.46325905,-0.395953695,-0.323524589,-0.246763959,-0.166511205,-0.083639864,0.0009558,0.086374385,0.171720879,0.25611994,0.338728701,0.418748907,0.495438201,0.568120378,0.63619446,0.699142448,0.756535643,0.808039449,0.853416585,0.892528672,0.925336184,0.951896774,0.972362012,0.986972617,0.99605225,1,0.999281689,0.994420148,0.98598464,0.974579602,0.960832906,0.945383844,0.928871022,0.91192039,0.895133595,0.879076862,0.864270576,0.851179761,0.840205594,0.831678107,0.8258502,0.82289306,dimenovels_104
1,0.531914487,0.530666945,0.528202326,0.524580852,0.519891101,0.514247939,0.507789826,0.500675543,0.493080413,0.485192078,0.477205921,0.469320226,0.46173116,0.454627686,0.44818651,0.442567156,0.43790728,0.434318311,0.431881524,0.430644623,0.430618918,0.431777155,0.434052074,0.437335725,0.441479581,0.44629547,0.45155732,0.457003722,0.462341271,0.46724866,0.471381459,0.474377524,0.475862962,0.475458538,0.472786456,0.467477386,0.459177628,0.447556292,0.432312385,0.413181657,0.389943115,0.362425061,0.330510554,0.294142192,0.253326106,0.208135087,0.158710777,0.105264845,0.048079126,-0.012495329,-0.076040289,-0.142073478,-0.210052769,-0.279381423,-0.349414296,-0.419464963,-0.488813662,-0.556715963,-0.622412049,-0.685136485,-0.744128346,-0.798641551,-0.847955276,-0.891384276,-0.928288982,-0.958085211,-0.980253349,-0.99434686,-1,-0.996934593,-0.984965775,-0.964006603,-0.934071432,-0.89527802,-0.847848285,-0.7921077,-0.728483313,-0.657500393,-0.579777736,-0.496021676,-0.407018873,-0.313627945,-0.216770069,-0.117418649,-0.016588183,0.084677512,0.18531759,0.284266792,0.380468249,0.472886277,0.56051901,0.64241069,0.717663458,0.785448476,0.845016238,0.895705918,0.936953643,0.968299564,0.989393631,1,dimenovels_105
1,-0.410324773,-0.416394198,-0.428413866,-0.446147478,-0.469245692,-0.497252168,-0.529611459,-0.565678638,-0.60473048,-0.645978034,-0.688580364,-0.731659234,-0.774314493,-0.815639903,-0.854739147,-0.89074175,-0.922818639,-0.950197094,-0.972174824,-0.988132933,-0.997547563,-1,-0.995185079,-0.982917732,-0.963137565,-0.935911373,-0.901433545,-0.860024331,-0.812126001,-0.758296927,-0.699203691,-0.635611322,-0.568371816,-0.498411113,-0.426714736,-0.354312314,-0.282261229,-0.211629656,-0.143479262,-0.078847836,-0.018732139,0.035928752,0.08426934,0.125512564,0.158983397,0.184120938,0.20048879,0.207783575,0.205841396,0.194642162,0.174311673,0.145121416,0.107486069,0.061958724,0.009223889,-0.049911628,-0.114529841,-0.183614537,-0.256065885,-0.33071647,-0.406348527,-0.481712099,-0.555543863,-0.626586321,-0.693607067,-0.755417835,-0.810893034,-0.858987469,-0.898752992,-0.929353799,-0.950080146,-0.960360257,-0.959770232,-0.948041801,-0.925067777,-0.890905136,-0.845775641,-0.790064005,-0.724313608,-0.649219804,-0.565620941,-0.474487179,-0.376907306,-0.27407371,-0.167265749,-0.05783175,0.052830089,0.163291617,0.272115169,0.377874215,0.479173924,0.574671318,0.663094731,0.743262264,0.814098973,0.874652516,0.924107039,0.96179508,0.987207314,1,dimenovels_106
1,0.228528207,0.22764486,0.225896146,0.223317576,0.219961294,0.215894765,0.211199055,0.205966755,0.200299584,0.194305715,0.188096893,0.181785388,0.175480858,0.169287185,0.163299354,0.157600432,0.152258728,0.147325194,0.14283112,0.138786187,0.135176928,0.131965642,0.129089785,0.126461881,0.123969971,0.121478585,0.118830274,0.115847663,0.112336005,0.108086229,0.102878416,0.096485663,0.088678287,0.079228294,0.06791404,0.054525027,0.038866723,0.020765358,7.26E-05,-0.023330082,-0.049527076,-0.078565024,-0.110449397,-0.145141694,-0.182557218,-0.222563481,-0.264979311,-0.309574673,-0.356071254,-0.404143808,-0.453422282,-0.5034947,-0.553910798,-0.604186362,-0.653808248,-0.702240003,-0.74892804,-0.793308283,-0.834813199,-0.872879131,-0.906953817,-0.936504018,-0.961023117,-0.980038612,-0.993119367,-0.999882528,-1,-0.99320437,-0.979294204,-0.958138606,-0.929680985,-0.893941943,-0.851021237,-0.801098772,-0.744434587,-0.681367819,-0.612314644,-0.537765206,-0.45827955,-0.374482605,-0.287058278,-0.196742701,-0.104316735,-0.010597794,0.083568882,0.17731943,0.269780902,0.360081035,0.447358117,0.530770829,0.609507933,0.682797679,0.749916815,0.810199069,0.863043005,0.907919135,0.94437621,0.972046588,0.990650622,1,dimenovels_107
1,-1,-0.996406006,-0.989254777,-0.978619443,-0.964608736,-0.947365845,-0.927066911,-0.903919171,-0.878158779,-0.850048326,-0.819874077,-0.787942968,-0.75457938,-0.720121736,-0.684918955,-0.649326793,-0.613704118,-0.578409153,-0.543795731,-0.510209591,-0.47798477,-0.44744011,-0.418875931,-0.39257089,-0.368779073,-0.347727332,-0.329612914,-0.31460138,-0.302824859,-0.294380639,-0.289330105,-0.287698048,-0.289472336,-0.294603956,-0.303007418,-0.31456153,-0.329110512,-0.346465456,-0.366406104,-0.388682931,-0.413019504,-0.439115097,-0.466647542,-0.495276263,-0.524645494,-0.554387626,-0.584126657,-0.613481714,-0.64207061,-0.669513406,-0.69543594,-0.719473293,-0.741273161,-0.760499103,-0.776833636,-0.789981151,-0.799670618,-0.80565808,-0.807728882,-0.805699653,-0.799419998,-0.788773907,-0.773680862,-0.754096639,-0.730013804,-0.701461895,-0.668507298,-0.631252821,-0.589836971,-0.544432944,-0.495247339,-0.442518611,-0.386515279,-0.327533899,-0.265896835,-0.201949833,-0.136059426,-0.068610192,-1.89E-06,0.069353518,0.139034904,0.208615084,0.277663954,0.345751631,0.41245158,0.477343712,0.54001741,0.600074487,0.657132036,0.710825164,0.760809589,0.80676408,0.848392729,0.885427038,0.917627806,0.944786808,0.966728253,0.983310014,0.994424618,1,dimenovels_109
1,-0.085587563,-0.085780465,-0.086198534,-0.086905522,-0.087995112,-0.089588631,-0.091832062,-0.094892416,-0.098953526,-0.104211345,-0.110868836,-0.119130549,-0.129196982,-0.141258843,-0.155491309,-0.172048412,-0.191057635,-0.212614857,-0.236779713,-0.263571504,-0.292965707,-0.324891192,-0.359228197,-0.395807116,-0.434408151,-0.474761844,-0.516550507,-0.559410544,-0.602935651,-0.64668085,-0.690167328,-0.732887997,-0.774313713,-0.813900071,-0.851094657,-0.885344677,-0.916104828,-0.942845296,-0.965059762,-0.982273283,-0.994049921,-1,-0.999786873,-0.993133074,-0.979825757,-0.959721331,-0.932749189,-0.898914476,-0.858299828,-0.81106604,-0.757451642,-0.697771365,-0.632413504,-0.561836208,-0.486562729,-0.407175692,-0.324310457,-0.238647647,-0.150904967,-0.061828402,0.027817078,0.117257162,0.205718082,0.292436561,0.376669714,0.457704732,0.534868226,0.607535077,0.675136675,0.737168409,0.793196307,0.842862718,0.885890944,0.922088765,0.951350778,0.97365953,0.989085408,0.997785296,1,0.996050482,0.986332956,0.971312898,0.951518078,0.927530686,0.899978686,0.869526511,0.836865228,0.802702333,0.767751304,0.732721077,0.698305591,0.665173561,0.633958625,0.605250002,0.579583821,0.557435212,0.539211318,0.52524529,0.515791381,0.511021205,dimenovels_110
